,Date,Regular,Diesel
0,2022-08-29,3.85,5.06
1,2022-08-30,3.8377551020408167,5.035714285714286
2,2022-08-31,3.8303061224489796,5.044999999999999
3,2022-09-01,3.82265306122449,5.0528571428571425
4,2022-09-02,3.814795918367347,5.059285714285714
5,2022-09-03,3.8067346938775515,5.064285714285715
6,2022-09-04,3.798469387755102,5.067857142857143
7,2022-09-05,3.79,5.07
8,2022-09-06,3.7910204081632655,5.061428571428571
9,2022-09-07,3.77765306122449,5.052857142857143
10,2022-09-08,3.7648979591836738,5.0442857142857145
11,2022-09-09,3.7527551020408163,5.035714285714286
12,2022-09-10,3.7412244897959184,5.027142857142857
13,2022-09-11,3.7303061224489795,5.018571428571429
14,2022-09-12,3.72,5.01
15,2022-09-13,3.74734693877551,5.005102040816326
16,2022-09-14,3.731530612244898,4.9954081632653065
17,2022-09-15,3.7175510204081634,4.9859183673469385
18,2022-09-16,3.7054081632653064,4.976632653061225
19,2022-09-17,3.6951020408163266,4.967551020408163
20,2022-09-18,3.6866326530612246,4.958673469387755
21,2022-09-19,3.68,4.95
22,2022-09-20,3.6944897959183676,4.950204081632653
23,2022-09-21,3.699387755102041,4.940816326530612
24,2022-09-22,3.7046938775510205,4.931836734693878
25,2022-09-23,3.7104081632653063,4.923265306122449
26,2022-09-24,3.716530612244898,4.915102040816326
27,2022-09-25,3.723061224489796,4.90734693877551
28,2022-09-26,3.73,4.9
29,2022-09-27,3.7583673469387753,4.976530612244898
30,2022-09-28,3.7627551020408165,4.947551020408163
31,2022-09-29,3.7681632653061223,4.923061224489795
32,2022-09-30,3.774591836734694,4.903061224489797
33,2022-10-01,3.78204081632653,4.887551020408163
34,2022-10-02,3.7905102040816328,4.876530612244898
35,2022-10-03,3.8,4.87
36,2022-10-04,3.7620408163265306,4.908163265306123
37,2022-10-05,3.796020408163265,4.931938775510204
38,2022-10-06,3.8269387755102042,4.956326530612245
39,2022-10-07,3.854795918367347,4.981326530612245
40,2022-10-08,3.879591836734694,5.0069387755102035
41,2022-10-09,3.9013265306122444,5.033163265306123
42,2022-10-10,3.92,5.06
43,2022-10-11,3.8899999999999997,5.028979591836734
44,2022-10-12,3.8935714285714287,5.079489795918367
45,2022-10-13,3.8957142857142855,5.126530612244897
46,2022-10-14,3.8964285714285714,5.170102040816326
47,2022-10-15,3.895714285714286,5.210204081632653
48,2022-10-16,3.8935714285714287,5.246836734693878
49,2022-10-17,3.89,5.28
50,2022-10-18,3.9014285714285717,5.261428571428572
51,2022-10-19,3.8792857142857144,5.276428571428571
52,2022-10-20,3.858571428571429,5.29
53,2022-10-21,3.839285714285714,5.302142857142857
54,2022-10-22,3.821428571428571,5.312857142857143
55,2022-10-23,3.805,5.3221428571428575
56,2022-10-24,3.79,5.33
57,2022-10-25,3.8114285714285714,5.345510204081633
58,2022-10-26,3.7992857142857144,5.33704081632653
59,2022-10-27,3.7885714285714287,5.329591836734694
60,2022-10-28,3.7792857142857144,5.323163265306122
61,2022-10-29,3.771428571428571,5.317755102040817
62,2022-10-30,3.765,5.313367346938775
63,2022-10-31,3.76,5.31
64,2022-11-01,3.7399999999999998,5.310612244897959
65,2022-11-02,3.7535714285714286,5.316020408163265
66,2022-11-03,3.7657142857142856,5.3212244897959184
67,2022-11-04,3.7764285714285712,5.3262244897959174
68,2022-11-05,3.7857142857142856,5.331020408163265
69,2022-11-06,3.793571428571428,5.335612244897959
70,2022-11-07,3.8,5.34
71,2022-11-08,3.7663265306122446,5.313469387755101
72,2022-11-09,3.7710204081632654,5.32530612244898
