,Date,Regular,Diesel
0,2022-08-29,3.85,5.06
1,2022-08-30,3.3665113243100504,5.481137266070311
2,2022-08-31,4.248753510082738,4.491812980344415
3,2022-09-01,3.3985959187361034,6.023266959569898
4,2022-09-02,3.2218682534826186,4.66153971521937
5,2022-09-03,3.1460364342687486,4.8467713185569545
6,2022-09-04,3.442249087707496,6.444310191565606
7,2022-09-05,3.79,5.07
8,2022-09-06,4.869419173504682,5.227848645096611
9,2022-09-07,4.405385827909656,7.295798691447562
10,2022-09-08,2.449048958294948,3.431031973947418
11,2022-09-09,5.379433534909983,6.046141978931322
12,2022-09-10,1.8532276649972923,3.4458531512440276
13,2022-09-11,3.509975713534529,3.785058597339527
14,2022-09-12,3.72,5.01
15,2022-09-13,3.341465608465899,5.106081988336568
16,2022-09-14,3.0222993066567025,5.527717585350679
17,2022-09-15,6.049624934660717,6.059530880081756
18,2022-09-16,1.6218993627932012,5.434916413671748
19,2022-09-17,4.168733990464158,1.560301473652551
20,2022-09-18,6.220275239641877,5.743682066201567
21,2022-09-19,3.68,4.95
22,2022-09-20,4.302369991038651,3.7749093400503515
23,2022-09-21,2.8036903816359144,3.371169708185608
24,2022-09-22,5.925403603789388,5.173749206051277
25,2022-09-23,3.869007878325383,5.8252975661494775
26,2022-09-24,3.45296179906502,4.4984831402693555
27,2022-09-25,2.435787236675054,5.0715531856482965
28,2022-09-26,3.73,4.9
29,2022-09-27,3.2447524418121265,4.783040518116276
30,2022-09-28,7.075083313648084,4.820151118945337
31,2022-09-29,3.6511947604343504,4.67006831358161
32,2022-09-30,3.181059761333473,6.258408994007625
33,2022-10-01,3.8524342868138937,8.014212798954247
34,2022-10-02,1.9973639163464618,5.717515747864198
35,2022-10-03,3.8,4.87
36,2022-10-04,3.302049607683794,2.206480830134102
37,2022-10-05,5.694955940416851,5.161786236150131
38,2022-10-06,4.124033889635047,4.157682245584921
39,2022-10-07,3.3635407378048408,7.270025480083049
40,2022-10-08,4.377861269091169,5.774219506581307
41,2022-10-09,4.292598553739643,3.938334007132463
42,2022-10-10,3.92,5.06
43,2022-10-11,1.8678256193497935,6.789774382990829
44,2022-10-12,3.4804922641531397,3.8959285664362016
45,2022-10-13,3.9886457448794,3.5296317196425147
46,2022-10-14,7.860593885303939,5.620940340196705
47,2022-10-15,3.195920763094493,5.14911318395772
48,2022-10-16,4.382606900756512,7.393242529585743
49,2022-10-17,3.89,5.28
50,2022-10-18,4.833971101821537,7.559905582133963
51,2022-10-19,2.4325321652449796,6.326795127564822
52,2022-10-20,3.2689880567766787,4.903214496381506
53,2022-10-21,8.787282139835977,4.27497185215433
54,2022-10-22,2.5462320833976344,7.799851522833475
55,2022-10-23,5.36918646309878,6.28316606021464
56,2022-10-24,3.79,5.33
57,2022-10-25,2.174954367970753,7.141866265006563
58,2022-10-26,4.312723827064491,2.434078747209109
59,2022-10-27,-0.39240351959636355,5.943642594726546
